segment,control_point,X,Y
1.700000000000000000e+01,5.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+00
1.800000000000000000e+01,1.000000000000000000e+00,9.203910078120511429e+00,3.915537680137926912e+00
1.800000000000000000e+01,2.000000000000000000e+00,9.373521554182213222e+00,3.800069455755201275e+00
1.800000000000000000e+01,3.000000000000000000e+00,9.295580582617585463e+00,3.704419417382416313e+00
1.800000000000000000e+01,4.000000000000000000e+00,9.400000000000000355e+00,3.600000000000000089e+00
1.800000000000000000e+01,5.000000000000000000e+00,9.500000000000000000e+00,3.500000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,9.500000000000000000e+00,3.500000000000000000e+00
1.900000000000000000e+01,1.000000000000000000e+00,9.599999999999999645e+00,3.399999999999999911e+00
1.900000000000000000e+01,2.000000000000000000e+00,9.695580582617584042e+00,3.304419417382415958e+00
1.900000000000000000e+01,3.000000000000000000e+00,9.842044089255058026e+00,3.296198699127909304e+00
1.900000000000000000e+01,4.000000000000000000e+00,9.934671851756181837e+00,3.157716101494947303e+00
1.900000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+01,1.000000000000000000e+00,1.006532814824381816e+01,2.842283898505052697e+00
2.000000000000000000e+01,2.000000000000000000e+00,1.010335668223033068e+01,2.665334293148120093e+00
2.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,2.396338834764832004e+00
2.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+01,2.200000000000000178e+00
2.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00
2.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+01,1.800000000000000044e+00
2.100000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01,1.596338834764831960e+00
2.100000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,1.399999999999999911e+00
2.100000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+01,1.199999999999999956e+00
