t,segment,X,Y,psi,vx,delta,ax,Xd,Yd,Xdd,Ydd,kappa
5.999999999999999778e-01,0.000000000000000000e+00,-1.240303857701399864e-01,-3.045514913217947910e-03,3.167891794734851274e+00,5.053044088422762314e-01,1.238030221295534404e-03,2.999999999999999889e-01,-5.051296733241630310e-01,-1.328754013602906695e-02,-1.155778569597240013e+00,-3.163222147627200997e-02,4.812559198496919530e-03
6.199999999999999956e-01,0.000000000000000000e+00,-1.343643192259975361e-01,-3.317582386871232442e-03,3.167934111689741705e+00,5.284549525803005077e-01,8.789964284794933667e-04,2.999999999999999889e-01,-5.282716230242402444e-01,-1.391866423126560115e-02,-1.158164352309130063e+00,-3.146934541930095780e-02,3.416896617533982279e-03
6.400000000000000133e-01,0.000000000000000000e+00,-1.451614685670757077e-01,-3.602235453519774325e-03,3.167964239287215822e+00,5.516380864177478083e-01,5.652902045470307654e-04,2.999999999999999889e-01,-5.514462762759196890e-01,-1.454588491830866026e-02,-1.159054463929735768e+00,-3.124211418846352742e-02,2.197435431527443740e-03
6.600000000000000311e-01,0.000000000000000000e+00,-1.564221909458571314e-01,-3.899383267377547809e-03,3.167982791120848240e+00,5.748242054916564703e-01,2.897732019175641629e-04,2.999999999999999889e-01,-5.746240520077126046e-01,-1.516792910557326728e-02,-1.158482139492781782e+00,-3.095192897299425122e-02,1.126426472412720521e-03
6.800000000000000488e-01,0.000000000000000000e+00,-1.681462585404016052e-01,-4.208909801064673190e-03,3.167990308360342677e+00,5.979843703217266881e-01,4.654527562281550766e-05,2.999999999999999889e-01,-5.977760338488052883e-01,-1.578355172525911648e-02,-1.156480614031992982e+00,-3.060019096212762690e-02,1.809340161571559890e-04
7.000000000000000666e-01,0.000000000000000000e+00,-1.803328718483591941e-01,-4.530674406083110006e-03,3.167987267983269906e+00,6.210903068214125300e-01,-1.692963632748085230e-04,2.999999999999999889e-01,-6.208739701290582058e-01,-1.639153573335062203e-02,-1.153083122581094466e+00,-3.018830134509815563e-02,-6.581005437987334783e-04
7.199999999999999734e-01,0.000000000000000000e+00,-1.929806729809839250e-01,-4.864512373292353281e-03,3.167974089818168970e+00,6.441144063086506888e-01,-3.618466104106938652e-04,2.999999999999999889e-01,-6.438902738790063252e-01,-1.699069210961685547e-02,-1.148322900173810668e+00,-2.971766131114036286e-02,-1.406595242772575765e-03
7.399999999999999911e-01,0.000000000000000000e+00,-2.060877589571475099e-01,-5.210235493385131922e-03,3.167951142589245261e+00,6.670297255163545325e-01,-5.345424660209425853e-04,2.999999999999999889e-01,-6.667980228298596712e-01,-1.757985985761160649e-02,-1.142233181843867351e+00,-2.918967204948873240e-02,-2.077910658633862380e-03
7.600000000000000089e-01,0.000000000000000000e+00,-2.196516949973522925e-01,-5.567632617363089780e-03,3.167918749118564303e+00,6.898099866027829208e-01,-6.902825115150329829e-04,2.999999999999999889e-01,-6.895709594135015497e-01,-1.815790600467333954e-02,-1.134847202624988727e+00,-2.860573474937776889e-02,-2.683314367940185709e-03
7.800000000000000266e-01,0.000000000000000000e+00,-2.336695278177453039e-01,-5.936470217012492293e-03,3.167877190814117228e+00,7.124295771618858186e-01,-8.315226260839103135e-04,2.999999999999999889e-01,-7.121834907624911004e-01,-1.872372560192521462e-02,-1.126198197550900115e+00,-2.796725060004201860e-02,-3.232353032965957530e-03
