t,segment,X,Y,psi,vx,delta,ax,Xd,Yd,Xdd,Ydd,kappa
6.099999999999999867e-01,0.000000000000000000e+00,-1.281673463951700509e-01,2.486825076468737243e-05,3.141534397862681072e+00,4.782837008651196209e-01,2.149930718603791581e-04,8.602614336108800330e-01,-4.782837000535368199e-01,2.786276474399990882e-05,-8.603317747712778685e-01,-1.410597757011648875e-04,8.357359579119559134e-04
6.199999999999999956e-01,0.000000000000000000e+00,-1.329930433181334415e-01,2.513979925406406650e-05,3.141538335132855853e+00,4.868398445255804896e-01,2.049224036494367792e-04,8.507588959899905490e-01,-4.868398438073712753e-01,2.644438911715938856e-05,-8.508275085014815886e-01,-1.425862339808086254e-04,7.965885578926546915e-04
6.300000000000000044e-01,0.000000000000000000e+00,-1.379038195617716678e-01,2.539709056338440566e-05,3.141542155560253846e+00,4.952988787849194607e-01,1.954679755501954256e-04,8.408447373016443294e-01,-4.952988781534007345e-01,2.501161740106596298e-05,-8.409116211819815945e-01,-1.439394912557845514e-04,7.598366493281166192e-04
6.400000000000000133e-01,0.000000000000000000e+00,-1.428986836237511604e-01,2.563998934203564974e-05,3.141545863455073029e+00,5.036567392716133629e-01,1.865826416703215561e-04,8.305293253763288419e-01,-5.036567387202812718e-01,2.356616667464518649e-05,-8.305944806435860972e-01,-1.451225337503107924e-04,7.252969634032803859e-04
6.500000000000000222e-01,0.000000000000000000e+00,-1.479766038764168679e-01,2.586837726088319156e-05,3.141549462897570422e+00,5.119094652924460753e-01,1.782234558080640402e-04,8.198230280445955032e-01,-5.119094648149788984e-01,2.210972415458050598e-05,-8.198864547171071937e-01,-1.461383476886059902e-04,6.928025566377854104e-04
6.600000000000000311e-01,0.000000000000000000e+00,-1.531365096035745277e-01,2.608215271364794613e-05,3.141552957752506980e+00,5.200531998325053085e-01,1.703512427328026442e-04,8.087362131370348095e-01,-5.200531994227659549e-01,2.064394719531309136e-05,-8.087979112333536502e-01,-1.469899192948883530e-04,6.622011443367977878e-04
6.700000000000000400e-01,0.000000000000000000e+00,-1.583772920372746307e-01,2.628123051828413635e-05,3.141556351682498249e+00,5.280841895551867671e-01,1.629302184100965274e-04,7.972792484842550209e-01,-5.280841892072245525e-01,1.917046328904205583e-05,-7.973392180231368975e-01,-1.476802347933763872e-04,6.333536243025292885e-04
6.800000000000000488e-01,0.000000000000000000e+00,-1.636978053945944422e-01,2.646554161835665858e-05,3.141559648160358265e+00,5.359987848021904311e-01,1.559276530006589842e-04,7.854625019169603206e-01,-5.359987845102430759e-01,1.769087006572416789e-05,-7.855207429172659239e-01,-1.482122804082885179e-04,6.061327668197130907e-04
6.900000000000000577e-01,0.000000000000000000e+00,-1.690968679144222164e-01,2.663503278441887163e-05,3.141562850480532632e+00,5.437934395935259957e-01,1.493135713115236818e-04,7.732963412658371283e-01,-5.437934393520204024e-01,1.620673529307412576e-05,-7.733528537465527153e-01,-1.485890423638432784e-04,5.804220502279868431e-04
7.000000000000000666e-01,0.000000000000000000e+00,-1.745732628942392450e-01,2.678966631538996573e-05,3.141565961769686055e+00,5.514647116275072092e-01,1.430604861002612285e-04,7.607911343616073907e-01,-5.514647114310607945e-01,1.471959687656442354e-05,-7.608459183418054828e-01,-1.488135068842587957e-04,5.561146242030488634e-04
7.099999999999999645e-01,0.000000000000000000e+00,-1.801257397269038218e-01,2.692941973993275497e-05,3.141568984996527369e+00,5.590092622807579792e-01,1.371431602495301150e-04,7.479572490350783198e-01,-5.590092621241788962e-01,1.323096285942537665e-05,-7.480103045338359902e-01,-1.488886601937536574e-04,5.331123852646747372e-04
7.199999999999999734e-01,0.000000000000000000e+00,-1.857530149374336803e-01,2.705428551783103946e-05,3.141571922980927578e+00,5.664238566082087090e-01,1.315383943563265383e-04,7.348050531170216004e-01,-5.664238564864960690e-01,1.174231142264505067e-05,-7.348563801534540030e-01,-1.488174885165463427e-04,5.113251510785914514e-04
7.299999999999999822e-01,0.000000000000000000e+00,-1.914537732197893471e-01,2.716427074136736387e-05,3.141574778402387302e+00,5.737053633430984068e-01,1.262248367318722145e-04,7.213449144382764189e-01,-5.737053632514426127e-01,1.025509088496940532e-05,-7.213945130314693976e-01,-1.486029780768551142e-04,4.906699218745971683e-04
7.399999999999999911e-01,0.000000000000000000e+00,-1.972266684736573017e-01,2.725939683670047784e-05,3.141577553807914036e+00,5.808507548969742418e-01,1.211828131958099584e-04,7.075872008296855142e-01,-5.808507548307562107e-01,8.770719702902158958e-06,-7.076350709986927168e-01,-1.482481150988984781e-04,4.710702188105380219e-04
7.500000000000000000e-01,0.000000000000000000e+00,-2.030703248412327189e-01,2.733969926524299293e-05,3.141580251619349173e+00,5.878571073596920993e-01,1.163941743819341151e-04,6.935422801221236000e-01,-5.878571073144832626e-01,7.290586470704905442e-06,-6.935884218859340589e-01,-1.477558858068948595e-04,4.524554904083764959e-04
7.600000000000000089e-01,0.000000000000000000e+00,-2.089833377440030726e-01,2.740522722503890398e-05,3.141582874140189219e+00,5.947216004994166916e-01,1.118421585602066354e-04,6.792205201464760478e-01,-5.947216004709777737e-01,5.816049920397028607e-06,-6.792649335240040775e-01,-1.471292764250625479e-04,4.347605793062732718e-04
7.700000000000000178e-01,0.000000000000000000e+00,-2.149642749195305458e-01,2.745604335214117829e-05,3.141585423561946033e+00,6.014415177626216691e-01,1.075112682281254012e-04,6.646322887336957308e-01,-6.014415177469020213e-01,4.348438921755699710e-06,-6.646749737437123162e-01,-1.463712731776201038e-04,4.179252425358779719e-04
7.800000000000000266e-01,0.000000000000000000e+00,-2.210116774582359389e-01,2.749222342198937865e-05,3.141587901970073649e+00,6.080142462740906195e-01,1.033871589393606331e-04,6.497879537147106532e-01,-6.080142462672267767e-01,2.889052482315933339e-06,-6.498289103758696506e-01,-1.454848622887858710e-04,4.018937193691964906e-04
7.900000000000000355e-01,0.000000000000000000e+00,-2.271240608401809136e-01,2.751385605078717793e-05,3.141590311349500286e+00,6.144372768369158466e-01,9.945653902381378813e-05,6.346978829204452666e-01,-6.144372768352304170e-01,1.439159747370557763e-06,-6.347371112512860680e-01,-1.444730299827783559e-04,3.866143415033703097e-04
