t,x,y,theta,v,phi,phi_dot
2.182000000000000028e+01,-6.591995171917686136e-01,-1.007317395240927116e+00,1.462860781426997825e+00,2.316644940957703624e-01,1.448357994190164165e-02,-1.258885765412262603e-02
2.183999999999999986e+01,-6.587004875302744367e-01,-1.002706370280344705e+00,1.463119661159238083e+00,2.321304635064795341e-01,1.423320602811688901e-02,-1.244879501465745962e-02
2.185999999999999943e+01,-6.582016424318029024e-01,-9.980859553745667911e-01,1.463374562133287204e+00,2.325960661968898280e-01,1.398561775425851035e-02,-1.231029044207967299e-02
2.187999999999999901e+01,-6.577029691300051439e-01,-9.934561596202028388e-01,1.463625516100106827e+00,2.330612984380229791e-01,1.374078415131966928e-02,-1.217332474485500853e-02
2.189999999999999858e+01,-6.572044548962518995e-01,-9.888169921725070699e-01,1.463872554568919959e+00,2.335261565090135105e-01,1.349867463164347234e-02,-1.203787897887041540e-02
2.192000000000000171e+01,-6.567060870398164774e-01,-9.841684622454520692e-01,1.464115708809501148e+00,2.339906366969391749e-01,1.325925898400910456e-02,-1.190393444427132082e-02
2.194000000000000128e+01,-6.562078529080195288e-01,-9.795105791118020599e-01,1.464355009854470646e+00,2.344547352966547538e-01,1.302250736877449272e-02,-1.177147268232953820e-02
2.196000000000000085e+01,-6.557097398864293325e-01,-9.748433521031774074e-01,1.464590488501529286e+00,2.349184486106279390e-01,1.278839031308828811e-02,-1.164047547234649954e-02
2.198000000000000043e+01,-6.552117353990074555e-01,-9.701667906101377747e-01,1.464822175315702690e+00,2.353817729487757970e-01,1.255687870615748193e-02,-1.151092482858757059e-02
2.200000000000000000e+01,-6.547138269082841688e-01,-9.654809040822442956e-01,1.465050100631556163e+00,2.358447046283039805e-01,1.232794379457964780e-02,-1.138280299725025202e-02
2.201999999999999957e+01,-6.542160019155214279e-01,-9.607857020281368454e-01,1.465274294555374279e+00,2.363072399735473283e-01,1.210155717773394798e-02,-1.125609245346504035e-02
2.203999999999999915e+01,-6.537182479608927288e-01,-9.560811940156058730e-01,1.465494786967340035e+00,2.367693753158126857e-01,1.187769080323289143e-02,-1.113077589832919649e-02
2.205999999999999872e+01,-6.532205526236407600e-01,-9.513673896716612344e-01,1.465711607523677129e+00,2.372311069932229455e-01,1.165631696243137061e-02,-1.100683625597280099e-02
2.207999999999999829e+01,-6.527229035222541498e-01,-9.466442986826097972e-01,1.465924785658783147e+00,2.376924313505631436e-01,1.143740828599557752e-02,-1.088425667065793905e-02
2.210000000000000142e+01,-6.522252883146228974e-01,-9.419119307941193897e-01,1.466134350587331880e+00,2.381533447391284419e-01,1.122093773952886897e-02,-1.076302050391017388e-02
2.212000000000000099e+01,-6.517276946982253349e-01,-9.371702958113016235e-01,1.466340331306362321e+00,2.386138435165728044e-01,1.100687861925560805e-02,-1.064311133168283768e-02
2.214000000000000057e+01,-6.512301104102791172e-01,-9.324194035987711793e-01,1.466542756597341457e+00,2.390739240467612547e-01,1.079520454776061733e-02,-1.052451294155313036e-02
2.216000000000000014e+01,-6.507325232279201899e-01,-9.276592640807308499e-01,1.466741655028221070e+00,2.395335826996214668e-01,1.058588946978249352e-02,-1.040720932995011123e-02
2.217999999999999972e+01,-6.502349209683671027e-01,-9.228898872410313814e-01,1.466937054955452346e+00,2.399928158509989085e-01,1.037890764806724715e-02,-1.029118469941601999e-02
2.219999999999999929e+01,-6.497372914890893192e-01,-9.181112831232538518e-01,1.467128984525999380e+00,2.404516198825124851e-01,1.017423365927054742e-02,-1.017642345589787368e-02
2.221999999999999886e+01,-6.492396226879777466e-01,-9.133234618307743968e-01,1.467317471679330687e+00,2.409099911814120420e-01,9.971842389917471433e-03,-1.006291020607170961e-02
2.223999999999999844e+01,-6.487419025035081610e-01,-9.085264335268390390e-01,1.467502544149377641e+00,2.413679261404376164e-01,9.771709032414878024e-03,-9.950629754698242166e-03
2.226000000000000156e+01,-6.482441189149166227e-01,-9.037202084346371844e-01,1.467684229466493795e+00,2.418254211576805757e-01,9.573809081114452793e-03,-9.839567102009205354e-03
2.228000000000000114e+01,-6.477462599423664535e-01,-8.989047968373740094e-01,1.467862554959377563e+00,2.422824726364446180e-01,9.378118328431312919e-03,-9.729707441126009618e-03
2.230000000000000071e+01,-6.472483136471058884e-01,-8.940802090783346312e-01,1.468037547756992245e+00,2.427390769851108798e-01,9.184612861009362750e-03,-9.621036155507778007e-03
2.232000000000000028e+01,-6.467502681316545932e-01,-8.892464555609673749e-01,1.468209234790449180e+00,2.431952306170024336e-01,8.993269055941919415e-03,-9.513538816431637776e-03
2.233999999999999986e+01,-6.462521115399590954e-01,-8.844035467489492763e-01,1.468377642794896021e+00,2.436509299502507830e-01,8.804063577038397093e-03,-9.407201180502216056e-03
2.235999999999999943e+01,-6.457538320575588742e-01,-8.795514931662566926e-01,1.468542798311360364e+00,2.441061714076645239e-01,8.616973371144460644e-03,-9.302009187192570444e-03
2.237999999999999901e+01,-6.452554179117715449e-01,-8.746903053972447939e-01,1.468704727688598943e+00,2.445609514165988929e-01,8.431975664506968088e-03,-9.197948956414040908e-03
2.239999999999999858e+01,-6.447568573718354124e-01,-8.698199940867099578e-01,1.468863457084912394e+00,2.450152664088264265e-01,8.249047959190384041e-03,-9.095006786116847930e-03
2.242000000000000171e+01,-6.442581387491088663e-01,-8.649405699399705938e-01,1.469019012469950924e+00,2.454691128204097850e-01,8.068168029539832947e-03,-8.993169149919910330e-03
2.244000000000000128e+01,-6.437592503972071611e-01,-8.600520437229324244e-01,1.469171419626498665e+00,2.459224870915751038e-01,7.889313918691095648e-03,-8.892422694770059713e-03
2.246000000000000085e+01,-6.432601807121969273e-01,-8.551544262621655346e-01,1.469320704152248691e+00,2.463753856665874542e-01,7.712463935126610826e-03,-8.792754238630110311e-03
2.248000000000000043e+01,-6.427609181327484933e-01,-8.502477284449720951e-01,1.469466891461546743e+00,2.468278049936276919e-01,7.537596649278237651e-03,-8.694150768196075643e-03
2.250000000000000000e+01,-6.422614511403095250e-01,-8.453319612194627464e-01,1.469610006787127832e+00,2.472797415246698605e-01,7.364690890176177687e-03,-8.596599436643306488e-03
2.251999999999999957e+01,-6.417617682592693384e-01,-8.404071355946234334e-01,1.469750075181841753e+00,2.477311917153602883e-01,7.193725742139748733e-03,-8.500087561399968100e-03
2.253999999999999915e+01,-6.412618580571458615e-01,-8.354732626403940099e-01,1.469887121520339068e+00,2.481821520248987389e-01,7.024680541517031897e-03,-8.404602621950087518e-03
2.255999999999999872e+01,-6.407617091447193047e-01,-8.305303534877326310e-01,1.470021170500772856e+00,2.486326189159195899e-01,6.857534873462590649e-03,-8.310132257662757038e-03
2.257999999999999829e+01,-6.402613101762346659e-01,-8.255784193286941353e-01,1.470152246646456051e+00,2.490825888543751754e-01,6.692268568763285949e-03,-8.216664265650408180e-03
2.260000000000000142e+01,-6.397606498495465033e-01,-8.206174714164993222e-01,1.470280374307519011e+00,2.495320583094202127e-01,6.528861700703845160e-03,-8.124186598653547128e-03
2.262000000000000099e+01,-6.392597169063063411e-01,-8.156475210656088937e-01,1.470405577662543095e+00,2.499810237532970880e-01,6.367294581975330679e-03,-8.032687362952822471e-03
2.264000000000000057e+01,-6.387585001321127720e-01,-8.106685796517909548e-01,1.470527880720183367e+00,2.504294816612228081e-01,6.207547761625247136e-03,-7.942154816307896159e-03
2.266000000000000014e+01,-6.382569883566939772e-01,-8.056806586121967317e-01,1.470647307320773312e+00,2.508774285112773117e-01,6.049602022047502990e-03,-7.852577365922540006e-03
2.267999999999999972e+01,-6.377551704540627142e-01,-8.006837694454347343e-01,1.470763881137915341e+00,2.513248607842923921e-01,5.893438376014683774e-03,-7.763943566436532807e-03
2.269999999999999929e+01,-6.372530353427037220e-01,-7.956779237116349268e-01,1.470877625680052647e+00,2.517717749637418678e-01,5.739038063748579457e-03,-7.676242117943071763e-03
2.271999999999999886e+01,-6.367505719857220470e-01,-7.906631330325315510e-01,1.470988564292031953e+00,2.522181675356339192e-01,5.586382550030893207e-03,-7.589461864032046035e-03
2.273999999999999844e+01,-6.362477693910246757e-01,-7.856394090915235218e-01,1.471096720156642501e+00,2.526640349884031744e-01,5.435453521353310162e-03,-7.503591789859069203e-03
2.276000000000000156e+01,-6.357446166114812947e-01,-7.806067636337576943e-01,1.471202116296153051e+00,2.531093738128047943e-01,5.286232883103861822e-03,-7.418621020238858575e-03
2.278000000000000114e+01,-6.352411027451005943e-01,-7.755652084661912582e-01,1.471304775573821333e+00,2.535541805018097228e-01,5.138702756793287092e-03,-7.334538817764343910e-03
2.280000000000000071e+01,-6.347372169351825910e-01,-7.705147554576718960e-01,1.471404720695395740e+00,2.539984515505003260e-01,4.992845477318616151e-03,-7.251334580950244413e-03
2.282000000000000028e+01,-6.342329483705140269e-01,-7.654554165390001774e-01,1.471501974210595476e+00,2.544421834559686402e-01,4.848643590263043007e-03,-7.168997842400854671e-03
2.283999999999999986e+01,-6.337282862855055932e-01,-7.603872037030157127e-01,1.471596558514598474e+00,2.548853727172137318e-01,4.706079849230313840e-03,-7.087518267001377721e-03
2.285999999999999943e+01,-6.332232199603873291e-01,-7.553101290046528860e-01,1.471688495849476030e+00,2.553280158350408890e-01,4.565137213220845855e-03,-7.006885650134892125e-03
2.287999999999999901e+01,-6.327177387213622772e-01,-7.502242045610227894e-01,1.471777808305652968e+00,2.557701093119639224e-01,4.425798844035729214e-03,-6.927089915920405482e-03
2.289999999999999858e+01,-6.322118319407672438e-01,-7.451294425514873865e-01,1.471864517823337604e+00,2.562116496521044118e-01,4.288048103720337040e-03,-6.848121115475822029e-03
2.292000000000000171e+01,-6.317054890372717502e-01,-7.400258552177214622e-01,1.471948646193925292e+00,2.566526333610963939e-01,4.151868552043018468e-03,-6.769969425203958661e-03
2.294000000000000128e+01,-6.311986994760094838e-01,-7.349134548637956676e-01,1.472030215061414404e+00,2.570930569459878301e-01,4.017243944004940392e-03,-6.692625145100486971e-03
2.296000000000000085e+01,-6.306914527687679239e-01,-7.297922538562415795e-01,1.472109245923785670e+00,2.575329169151477915e-01,3.884158227385258160e-03,-6.616078697084841302e-03
2.298000000000000043e+01,-6.301837384741530990e-01,-7.246622646241240862e-01,1.472185760134390176e+00,2.579722097781695922e-01,3.752595540319078604e-03,-6.540320623353341675e-03
2.300000000000000000e+01,-6.296755461977614488e-01,-7.195234996591159948e-01,1.472259778903292515e+00,2.584109320457797510e-01,3.622540208909439709e-03,-6.465341584754535909e-03
2.301999999999999957e+01,-6.291668655923379205e-01,-7.143759715155701961e-01,1.472331323298645023e+00,2.588490802297435112e-01,3.493976744867967419e-03,-6.391132359185296846e-03
2.303999999999999915e+01,-6.286576863579509400e-01,-7.092196928105884979e-01,1.472400414248009826e+00,2.592866508427751349e-01,3.366889843191348420e-03,-6.317683840009443233e-03
2.305999999999999872e+01,-6.281479982421651620e-01,-7.040546762240977863e-01,1.472467072539683564e+00,2.597236403984465869e-01,3.241264379868056492e-03,-6.244987034497250997e-03
2.307999999999999829e+01,-6.276377910401973459e-01,-6.988809344989181938e-01,1.472531318824017443e+00,2.601600454110983285e-01,3.117085409614079976e-03,-6.173033062285305031e-03
2.310000000000000142e+01,-6.271270545950975439e-01,-6.936984804408368177e-01,1.472593173614708650e+00,2.605958623957507769e-01,2.994338163642387002e-03,-6.101813153857891039e-03
2.312000000000000099e+01,-6.266157787979085292e-01,-6.885073269186807732e-01,1.472652657290095535e+00,2.610310878680168756e-01,2.873008047459724764e-03,-6.031318649048025317e-03
2.314000000000000057e+01,-6.261039535878443196e-01,-6.833074868643891353e-01,1.472709790094425264e+00,2.614657183440151078e-01,2.753080638695326425e-03,-5.961540995559267385e-03
2.316000000000000014e+01,-6.255915689524429446e-01,-6.780989732730811070e-01,1.472764592139124140e+00,2.618997503402838989e-01,2.634541684957908761e-03,-5.892471747507165361e-03
2.317999999999999972e+01,-6.250786149277529624e-01,-6.728817992031350670e-01,1.472817083404046157e+00,2.623331803736965728e-01,2.517377101720860363e-03,-5.824102563980013136e-03
2.319999999999999929e+01,-6.245650815984817861e-01,-6.676559777762511860e-01,1.472867283738706456e+00,2.627660049613781412e-01,2.401572970239992336e-03,-5.756425207620295866e-03
2.321999999999999886e+01,-6.240509590981848653e-01,-6.624215221775329177e-01,1.472915212863521894e+00,2.631982206206207597e-01,2.287115535492402311e-03,-5.689431543223302280e-03
2.323999999999999844e+01,-6.235362376094220060e-01,-6.571784456555549436e-01,1.472960890371020737e+00,2.636298238688031814e-01,2.173991204149812624e-03,-5.623113536356405366e-03
2.326000000000000156e+01,-6.230209073639194628e-01,-6.519267615224315637e-01,1.473004335727048142e+00,2.640608112233081561e-01,2.062186542576280486e-03,-5.557463251996345999e-03
2.328000000000000114e+01,-6.225049586427573445e-01,-6.466664831538964098e-01,1.473045568271955208e+00,2.644911792014422725e-01,1.951688274854208654e-03,-5.492472853185248992e-03
2.330000000000000071e+01,-6.219883817765237133e-01,-6.413976239893697251e-01,1.473084607221794240e+00,2.649209243203565212e-01,1.842483280834908508e-03,-5.428134599704155516e-03
2.332000000000000028e+01,-6.214711671454842268e-01,-6.361201975320283086e-01,1.473121471669482263e+00,2.653500430969673585e-01,1.734558594216784261e-03,-5.364440846765032925e-03
2.333999999999999986e+01,-6.209533051797553327e-01,-6.308342173488821203e-01,1.473156180585960540e+00,2.657785320478785462e-01,1.627901400652165482e-03,-5.301384043721214280e-03
2.335999999999999943e+01,-6.204347863594699142e-01,-6.255396970708457793e-01,1.473188752821349867e+00,2.662063876893041581e-01,1.522499035874236165e-03,-5.238956732793825961e-03
2.337999999999999901e+01,-6.199156012149464878e-01,-6.202366503928047337e-01,1.473219207106089668e+00,2.666336065369916963e-01,1.418338983854257069e-03,-5.177151547816847936e-03
2.339999999999999858e+01,-6.193957403268512962e-01,-6.149250910736989706e-01,1.473247562052063975e+00,2.670601851061469856e-01,1.315408874980108665e-03,-5.115961212998351194e-03
2.342000000000000171e+01,-6.188751943263830491e-01,-6.096050329365796383e-01,1.473273836153720318e+00,2.674861199113598986e-01,1.213696484263604262e-03,-5.055378541699518703e-03
2.344000000000000128e+01,-6.183539538954168080e-01,-6.042764898686980857e-01,1.473298047789185272e+00,2.679114074665284728e-01,1.113189729565938367e-03,-4.995396435228898098e-03
2.346000000000000085e+01,-6.178320097666962774e-01,-5.989394758215613734e-01,1.473320215221350038e+00,2.683360442847876337e-01,1.013876669853949796e-03,-4.936007881654589681e-03
2.348000000000000043e+01,-6.173093527239896794e-01,-5.935940048110166511e-01,1.473340356598971779e+00,2.687600268784359758e-01,9.157455034749633618e-04,-4.877205954631461463e-03
2.350000000000000000e+01,-6.167859736022602846e-01,-5.882400909173173265e-01,1.473358489957744766e+00,2.691833517588633762e-01,8.187845664565160516e-04,-4.818983812244824992e-03
2.351999999999999957e+01,-6.162618632878325009e-01,-5.828777482851961178e-01,1.473374633221368857e+00,2.696060154364809391e-01,7.229823308300754089e-04,-4.761334695869800029e-03
2.353999999999999915e+01,-6.157370127185624042e-01,-5.775069911239378850e-01,1.473388804202611091e+00,2.700280144206505528e-01,6.283274029759696811e-04,-4.704251929046254430e-03
2.355999999999999872e+01,-6.152114128840144858e-01,-5.721278337074495735e-01,1.473401020604351075e+00,2.704493452196145009e-01,5.348085219916554186e-04,-4.647728916368976636e-03
2.357999999999999829e+01,-6.146850548256095337e-01,-5.667402903743370413e-01,1.473411300020622816e+00,2.708700043404277946e-01,4.424145580806938230e-04,-4.591759142392918581e-03
2.360000000000000142e+01,-6.141579296368133711e-01,-5.613443755279687863e-01,1.473419659937646120e+00,2.712899882888895053e-01,3.511345109656072985e-04,-4.536336170553594005e-03
2.362000000000000099e+01,-6.136300284632967283e-01,-5.559401036365594351e-01,1.473426117734847329e+00,2.717092935694755962e-01,2.609575083197696065e-04,-4.481453642101846345e-03
2.364000000000000057e+01,-6.131013425030991115e-01,-5.505274892332296943e-01,1.473430690685864963e+00,2.721279166852720865e-01,1.718728042223233903e-04,-4.427105275053546535e-03
2.366000000000000014e+01,-6.125718630068077708e-01,-5.451065469160867316e-01,1.473433395959560910e+00,2.725458541379088273e-01,8.386977763311205742e-05,-4.373284863153211952e-03
2.367999999999999972e+01,-6.120415812777184605e-01,-5.396772913482932310e-01,1.473434250621004971e+00,2.729631024274948303e-01,-3.062069111455411235e-06,-4.319986274852164951e-03
2.369999999999999929e+01,-6.115104886720033051e-01,-5.342397372581400017e-01,1.473433271632472286e+00,2.733796580525530429e-01,-8.893311178302611055e-05,-4.267203452299996730e-03
2.371999999999999886e+01,-6.109785765988839934e-01,-5.287938994391145897e-01,1.473430475854403898e+00,2.737955175099568428e-01,-1.737536057246344195e-04,-4.214930410350579450e-03
2.373999999999999844e+01,-6.104458365207952042e-01,-5.233397927499823243e-01,1.473425880046387526e+00,2.742106772948662008e-01,-2.575336872957910287e-04,-4.163161235580748777e-03
2.376000000000000156e+01,-6.099122599535595768e-01,-5.178774321148462700e-01,1.473419500868104359e+00,2.746251339006657299e-01,-3.402833752961178398e-04,-4.111890085323332590e-03
2.378000000000000114e+01,-6.093778384665493597e-01,-5.124068325232300491e-01,1.473411354880284296e+00,2.750388838189024021e-01,-4.220125723711641748e-04,-4.061111186712545659e-03
2.380000000000000071e+01,-6.088425636828591614e-01,-5.069280090301426789e-01,1.473401458545655407e+00,2.754519235392235976e-01,-5.027310664002078910e-04,-4.010818835742503176e-03
2.382000000000000028e+01,-6.083064272794662664e-01,-5.014409767561536224e-01,1.473389828229863197e+00,2.758642495493177638e-01,-5.824485318632855683e-04,-3.961007396338827105e-03
2.383999999999999986e+01,-6.077694209874136000e-01,-4.959457508874645093e-01,1.473376480202401639e+00,2.762758583348526864e-01,-6.611745311891183488e-04,-3.911671299443281180e-03
2.385999999999999943e+01,-6.072315365919638275e-01,-4.904423466759806338e-01,1.473361430637536440e+00,2.766867463794178694e-01,-7.389185160899466864e-04,-3.862805042109258759e-03
2.387999999999999901e+01,-6.066927659327805422e-01,-4.849307794393848958e-01,1.473344695615202760e+00,2.770969101644643051e-01,-8.156898288714651462e-04,-3.814403186611757361e-03
2.389999999999999858e+01,-6.061531009040765916e-01,-4.794110645612048582e-01,1.473326291121916265e+00,2.775063461692464650e-01,-8.914977037300966497e-04,-3.766460359567712964e-03
2.392000000000000171e+01,-6.056125334548108086e-01,-4.738832174908922390e-01,1.473306233051656644e+00,2.779150508707656786e-01,-9.663512680306217363e-04,-3.718971251069270144e-03
2.394000000000000128e+01,-6.050710555888318964e-01,-4.683472537438893024e-01,1.473284537206764000e+00,2.783230207437115133e-01,-1.040259543567469223e-03,-3.671930613828256352e-03
2.396000000000000085e+01,-6.045286593650645024e-01,-4.628031889017019118e-01,1.473261219298808600e+00,2.787302522604069854e-01,-1.113231447808707766e-03,-3.625333262332526910e-03
2.398000000000000043e+01,-6.039853368976548786e-01,-4.572510386119708059e-01,1.473236294949458181e+00,2.791367418907514941e-01,-1.185275795121856985e-03,-3.579174072014214975e-03
2.400000000000000000e+01,-6.034410803561609526e-01,-4.516908185885488702e-01,1.473209779691357024e+00,2.795424861021666985e-01,-1.256401297987453812e-03,-3.533447978427807414e-03
2.401999999999999957e+01,-6.028958819657179724e-01,-4.461225446115648641e-01,1.473181688968957070e+00,2.799474813595407285e-01,-1.326616568190037634e-03,-3.488149976441486978e-03
2.403999999999999915e+01,-6.023497340072010431e-01,-4.405462325275031343e-01,1.473152038139388553e+00,2.803517241251750614e-01,-1.395930117998806560e-03,-3.443275119437380107e-03
2.405999999999999872e+01,-6.018026288173818905e-01,-4.349618982492704511e-01,1.473120842473286229e+00,2.807552108587302864e-01,-1.464350361328756525e-03,-3.398818518524163342e-03
2.408000000000000185e+01,-6.012545587891287013e-01,-4.293695577562697263e-01,1.473088117155630039e+00,2.811579380171734810e-01,-1.531885614888426608e-03,-3.354775341759166050e-03
2.410000000000000142e+01,-6.007055163715415702e-01,-4.237692270944741768e-01,1.473053877286562008e+00,2.815599020547258635e-01,-1.598544099309530137e-03,-3.311140813382153908e-03
2.412000000000000099e+01,-6.001554940701385732e-01,-4.181609223764961580e-01,1.473018137882222467e+00,2.819610994228107237e-01,-1.664333940264991997e-03,-3.267910213058242228e-03
2.414000000000000057e+01,-5.996044844470236335e-01,-4.125446597816593286e-01,1.472980913875547415e+00,2.823615265700022414e-01,-1.729263169569044334e-03,-3.225078875131840404e-03
2.416000000000000014e+01,-5.990524801210490580e-01,-4.069204555560748116e-01,1.472942220117084089e+00,2.827611799419749161e-01,-1.793339726263140470e-03,-3.182642187890603099e-03
2.417999999999999972e+01,-5.984994737679905086e-01,-4.012883260127062535e-01,1.472902071375776778e+00,2.831600559814528295e-01,-1.856571457687768547e-03,-3.140595592839017392e-03
2.419999999999999929e+01,-5.979454581207037656e-01,-3.956482875314484282e-01,1.472860482339778398e+00,2.835581511281604628e-01,-1.918966120539694793e-03,-3.098934583981937697e-03
2.421999999999999886e+01,-5.973904259693023633e-01,-3.900003565591960708e-01,1.472817467617221654e+00,2.839554618187730695e-01,-1.980531381915654268e-03,-3.057654707117450025e-03
2.423999999999999844e+01,-5.968343701613352259e-01,-3.843445496099153758e-01,1.472773041737000410e+00,2.843519844868684365e-01,-2.041274820339461331e-03,-3.016751559140101648e-03
2.426000000000000156e+01,-5.962772836019327727e-01,-3.786808832647188261e-01,1.472727219149545075e+00,2.847477155628784784e-01,-2.101203926778144517e-03,-2.976220787352451373e-03
2.428000000000000114e+01,-5.957191592539823333e-01,-3.730093741719355815e-01,1.472680014227595313e+00,2.851426514740411089e-01,-2.160326105643961200e-03,-2.936058088786310839e-03
2.430000000000000071e+01,-5.951599901383186619e-01,-3.673300390471812005e-01,1.472631441266945007e+00,2.855367886443547221e-01,-2.218648675780846360e-03,-2.896259209533361568e-03
2.432000000000000028e+01,-5.945997693338647139e-01,-3.616428946734331351e-01,1.472581514487209420e+00,2.859301234945295089e-01,-2.276178871439871881e-03,-2.856819944084283431e-03
2.433999999999999986e+01,-5.940384899777972905e-01,-3.559479579011031181e-01,1.472530248032568823e+00,2.863226524419427710e-01,-2.332923843240689282e-03,-2.817736134676810875e-03
2.435999999999999943e+01,-5.934761452657513203e-01,-3.502452456481035536e-01,1.472477655972506572e+00,2.867143719005929015e-01,-2.388890659119163613e-03,-2.779003670652954120e-03
2.437999999999999901e+01,-5.929127284519482011e-01,-3.445347748999283422e-01,1.472423752302549405e+00,2.871052782810538662e-01,-2.444086305264517485e-03,-2.740618487823949425e-03
2.439999999999999858e+01,-5.923482328493863136e-01,-3.388165627097174948e-01,1.472368550944999743e+00,2.874953679904310166e-01,-2.498517687041011334e-03,-2.702576567844588561e-03
2.442000000000000171e+01,-5.917826518300031147e-01,-3.330906261983290761e-01,1.472312065749650678e+00,2.878846374323168478e-01,-2.552191629900015055e-03,-2.664873937595091304e-03
2.444000000000000128e+01,-5.912159788248474435e-01,-3.273569825544206946e-01,1.472254310494512497e+00,2.882730830067462557e-01,-2.605114880276795854e-03,-2.627506668571993713e-03
2.446000000000000085e+01,-5.906482073242349529e-01,-3.216156490345098984e-01,1.472195298886523007e+00,2.886607011101552378e-01,-2.657294106478078240e-03,-2.590470876286292759e-03
2.448000000000000043e+01,-5.900793308779395119e-01,-3.158666429630514472e-01,1.472135044562250306e+00,2.890474881353365944e-01,-2.708735899556311260e-03,-2.553762719670094571e-03
2.450000000000000000e+01,-5.895093430953357583e-01,-3.101099817325114749e-01,1.472073561088603322e+00,2.894334404713982956e-01,-2.759446774171889390e-03,-2.517378400491021226e-03
2.451999999999999957e+01,-5.889382376455887247e-01,-3.043456828034341033e-01,1.472010861963515715e+00,2.898185545037211819e-01,-2.809433169443228181e-03,-2.481314162774547836e-03
2.453999999999999915e+01,-5.883660082578092698e-01,-2.985737637045171589e-01,1.471946960616646649e+00,2.902028266139173862e-01,-2.858701449788152420e-03,-2.445566292233418600e-03
2.455999999999999872e+01,-5.877926487212281614e-01,-2.927942420326854478e-01,1.471881870410061799e+00,2.905862531797905324e-01,-2.907257905750356558e-03,-2.410131115705079451e-03
2.458000000000000185e+01,-5.872181528853577248e-01,-2.870071354531558150e-01,1.471815604638909258e+00,2.909688305752942683e-01,-2.955108754816809877e-03,-2.375005000596548763e-03
2.460000000000000142e+01,-5.866425146601774721e-01,-2.812124616995210769e-01,1.471748176532102326e+00,2.913505551704922425e-01,-3.002260142224334825e-03,-2.340184354336104222e-03
2.462000000000000099e+01,-5.860657280162722138e-01,-2.754102385738115277e-01,1.471679599252983639e+00,2.917314233315182470e-01,-3.048718141753508411e-03,-2.305665623832727374e-03
2.464000000000000057e+01,-5.854877869850403371e-01,-2.696004839465697689e-01,1.471609885899985315e+00,2.921114314205386364e-01,-3.094488756513129324e-03,-2.271445294942458452e-03
2.466000000000000014e+01,-5.849086856588190386e-01,-2.637832157569219849e-01,1.471539049507301522e+00,2.924905757957110275e-01,-3.139577919715173110e-03,-2.237519891941215210e-03
2.467999999999999972e+01,-5.843284181910881614e-01,-2.579584520126569913e-01,1.471467103045528413e+00,2.928688528111484390e-01,-3.183991495436260758e-03,-2.203885977005513429e-03
2.469999999999999929e+01,-5.837469787966176327e-01,-2.521262107902868532e-01,1.471394059422318712e+00,2.932462588168793238e-01,-3.227735279371484519e-03,-2.170540149699074634e-03
2.471999999999999886e+01,-5.831643617516490963e-01,-2.462865102351299296e-01,1.471319931483031640e+00,2.936227901588117084e-01,-3.270814999576793225e-03,-2.137479046466511916e-03
2.473999999999999844e+01,-5.825805613940477912e-01,-2.404393685613739340e-01,1.471244732011360856e+00,2.939984431786953345e-01,-3.313236317201619357e-03,-2.104699340133575625e-03
2.476000000000000156e+01,-5.819955721234899571e-01,-2.345848040521516520e-01,1.471168473729983495e+00,2.943732142140852992e-01,-3.355004827211760000e-03,-2.072197739413732948e-03
2.478000000000000114e+01,-5.814093884016138247e-01,-2.287228350596173243e-01,1.471091169301179002e+00,2.947470995983050290e-01,-3.396126059101758823e-03,-2.039970988421407980e-03
2.480000000000000071e+01,-5.808220047522070217e-01,-2.228534800050108178e-01,1.471012831327459747e+00,2.951200956604120296e-01,-3.436605477599243268e-03,-2.008015866190977598e-03
2.482000000000000028e+01,-5.802334157613548982e-01,-2.169767573787333426e-01,1.470933472352192073e+00,2.954921987251608040e-01,-3.476448483356921800e-03,-1.976329186202872758e-03
2.483999999999999986e+01,-5.796436160776234914e-01,-2.110926857404227253e-01,1.470853104860210037e+00,2.958634051129692688e-01,-3.515660413637821356e-03,-1.944907795914835834e-03
2.485999999999999943e+01,-5.790526004122140691e-01,-2.052012837190182459e-01,1.470771741278435352e+00,2.962337111398830047e-01,-3.554246542990622572e-03,-1.913748576299621144e-03
2.487999999999999901e+01,-5.784603635391567522e-01,-1.993025700128359112e-01,1.470689393976471804e+00,2.966031131175417279e-01,-3.592212083913972134e-03,-1.882848441388880641e-03
2.489999999999999858e+01,-5.778669002954428535e-01,-1.933965633896477243e-01,1.470606075267222979e+00,2.969716073531450951e-01,-3.629562187514542761e-03,-1.852204337822283041e-03
2.492000000000000171e+01,-5.772722055812220532e-01,-1.874832826867391944e-01,1.470521797407484010e+00,2.973391901494196188e-01,-3.666301944154360445e-03,-1.821813244402816596e-03
2.494000000000000128e+01,-5.766762743599676000e-01,-1.815627468109957121e-01,1.470436572598533553e+00,2.977058578045854165e-01,-3.702436384088446733e-03,-1.791672171657914241e-03
2.496000000000000085e+01,-5.760791016586237490e-01,-1.756349747389627236e-01,1.470350412986733302e+00,2.980716066123231256e-01,-3.737970478096904262e-03,-1.761778161405387838e-03
2.498000000000000043e+01,-5.754806825677976079e-01,-1.696999855169281091e-01,1.470263330664108192e+00,2.984364328617430395e-01,-3.772909138105559178e-03,-1.732128286325631487e-03
