t,solve_time,solver_success,solver_status,number_of_config_obstacles,number_of_active_edges,number_of_binary_variables
6.1601713000563905,0.006940099992789328,1,MIQP_OPTIMAL,2,8,104
6.22680850001052,0.01940310001373291,1,MIQP_OPTIMAL,2,8,104
6.293590100016445,0.006493899971246719,1,MIQP_OPTIMAL,2,8,104
6.360182699980214,0.005974900093860924,1,MIQP_OPTIMAL,2,8,104
6.426831400021911,0.0064076000126078725,1,MIQP_OPTIMAL,2,8,104
6.493552600033581,0.0063455000054091215,1,MIQP_OPTIMAL,2,8,104
6.560161300003529,0.006438900018110871,1,MIQP_OPTIMAL,2,8,104
6.626837100018747,0.006363200023770332,1,MIQP_OPTIMAL,2,8,104
6.6935508999740705,0.005989899975247681,1,MIQP_OPTIMAL,2,8,104
6.760167300002649,0.006717599928379059,1,MIQP_OPTIMAL,2,8,104
6.826910899952054,0.005841200007125735,1,MIQP_OPTIMAL,2,8,104
6.893522700062022,0.005507000023499131,1,MIQP_OPTIMAL,2,8,104
6.960155499982648,0.005910599953494966,1,MIQP_OPTIMAL,2,8,104
7.026832200004719,0.006120500038377941,1,MIQP_OPTIMAL,2,8,104
7.093662100029178,0.006368800066411495,1,MIQP_OPTIMAL,2,8,104
7.160236999974586,0.006900399923324585,1,MIQP_OPTIMAL,2,8,104
7.226877199951559,0.005480900057591498,1,MIQP_OPTIMAL,2,8,104
7.293490399955772,0.005044999998062849,1,MIQP_OPTIMAL,2,8,104
7.360169699997641,0.005338700022548437,1,MIQP_OPTIMAL,2,8,104
7.426832300028764,0.005051100044511259,1,MIQP_OPTIMAL,2,8,104
7.493493600049987,0.004757900023832917,1,MIQP_OPTIMAL,2,8,104
7.560182600049302,0.004343000007793307,1,MIQP_OPTIMAL,2,8,104
7.626871900050901,0.005044599995017052,1,MIQP_OPTIMAL,2,8,104
7.693534899968654,0.004089900059625506,1,MIQP_OPTIMAL,2,8,104
7.760178199969232,0.0040840000146999955,1,MIQP_OPTIMAL,2,8,104
7.82691890001297,0.0044778999872505665,1,MIQP_OPTIMAL,2,8,104
7.893532200017944,0.004325399990193546,1,MIQP_OPTIMAL,2,8,104
7.960164500051178,0.004295899998396635,1,MIQP_OPTIMAL,2,8,104
8.026836000033654,0.004462699987925589,1,MIQP_OPTIMAL,2,8,104
8.09352090000175,0.004331700038164854,1,MIQP_OPTIMAL,2,8,104
